Column1;Season;Episode;Sentence;Name;N_serie;N_Season;Emision Date
2183;Season 1;you win or you die;Youre from South of the wall That makes you a Southerner to me;osha;7;7;29/05/2011
2184;Season 1;you win or you die;Youre an impudent little wench, arent you?;theon;7;7;29/05/2011
2185;Season 1;you win or you die;Couldnt say, My Lord Dont know what impunent means;osha;7;7;29/05/2011
2186;Season 1;you win or you die;Impudent It means rude Disrespectful Do you want to lose that chain?;theon;7;7;29/05/2011
2187;Season 1;you win or you die;! The lady is our guest;maester luwin;7;7;29/05/2011
2188;Season 1;you win or you die;I thought she was our prisoner;theon;7;7;29/05/2011
2189;Season 1;you win or you die;Are the two mutually exclusive in your experience?;maester luwin;7;7;29/05/2011
2190;Season 1;you win or you die;Chances are I wont be nearby the next time that happens;maester luwin;7;7;29/05/2011
2191;Season 1;you win or you die;Im used to worse than him;osha;7;7;29/05/2011
2192;Season 1;you win or you die;Im used to men who could chew that boy up and pick their teeth with his bones;osha;7;7;29/05/2011
2193;Season 1;you win or you die;Why did you come here?;maester luwin;7;7;29/05/2011
2194;Season 1;you win or you die;Didnt mean to come here Meant to get much further South than this As far South as South goes, before the long night comes;osha;7;7;29/05/2011
2195;Season 1;you win or you die;Why? What are you afraid of?;maester luwin;7;7;29/05/2011
2196;Season 1;you win or you die;Theres things that sleep in the day and hunt at night;osha;7;7;29/05/2011
2197;Season 1;you win or you die;Owls and Shadowcats and.;maester luwin;7;7;29/05/2011
2198;Season 1;you win or you die;Im not talking about Owls and Shadowcats;osha;7;7;29/05/2011
2199;Season 1;you win or you die;The things you speak of theyve been gone for thousands of years;maester luwin;7;7;29/05/2011
2200;Season 1;you win or you die;They wasnt gone, old man They was sleeping And they aint sleeping no more;osha;7;7;29/05/2011
2201;Season 1;you win or you die;I miss girls Not even talking to them I never talked to them Just looking at them, hearing them giggle Dont you miss girls? Riders The horn We have to blow the horn;sam;7;7;29/05/2011
2202;Season 1;you win or you die;Why is he alone?;jon;7;7;29/05/2011
2203;Season 1;you win or you die;One blast for a Ranger returning, two for Wildlings, three for.;sam;7;7;29/05/2011
2204;Season 1;you win or you die;Theres no rider;jon;7;7;29/05/2011
2205;Season 1;you win or you die;Whoa, boy, whoa;night watch stable boy;7;7;29/05/2011
2206;Season 1;you win or you die;Thats my Uncle Benjens horse Wheres my Uncle?;jon;7;7;29/05/2011
2207;Season 1;you win or you die;Ned! Its Robert We were hunting a boar.;renly;7;7;29/05/2011
2208;Season 1;you win or you die;I should have spent more time with you, shown you how to be a man I was never meant to be a father Go on You dont want to see this;robert;7;7;29/05/2011
2209;Season 1;you win or you die;My fault Too much wine, missed my thrust It stinks It stinks like death Dont think I cant smell it I paid the bastard back, Ned I drove my knife right through his brain You ask them if I didnt Ask them! I want the funeral feast to be the biggest the Kingdoms ever saw And I want everyone to taste the boar that got me Now leave us, the lot of you I need to talk to Ned;robert;7;7;29/05/2011
2210;Season 1;you win or you die;Robert, my sweet.;cersei;7;7;29/05/2011
2211;Season 1;you win or you die;Out, all of you;robert;7;7;29/05/2011
2212;Season 1;you win or you die;You damned fool;ned;7;7;29/05/2011
2213;Season 1;you win or you die;Paper and ink on the table, write down what I say In the name of Robert of the House Baratheon, first of you know how it goes Fill in the damn titles I hereby command Eddard of House Stark titles, titles To serve as Lord Regent and Protector of the Realm upon my death To rule in my stead, until my son Joffrey comes of age Give it over;robert;7;7;29/05/2011
2214;Season 1;you win or you die;Give it to the council after Im dead At least theyll say I did this right, this one thing Youll rule now Youll hate it worse than I did, but youll do it well The girl, Daenerys You were right Varys, Littlefinger, my brother Worthless No one to tell me no but you Only you Let her live Stop it, if its not too late;robert;7;7;29/05/2011
2215;Season 1;you win or you die;I will;ned;7;7;29/05/2011
2216;Season 1;you win or you die;And my son Help him, Ned Make him better than me;robert;7;7;29/05/2011
2217;Season 1;you win or you die;Ill, Ill do everything I can to honor your memory;ned;7;7;29/05/2011
2218;Season 1;you win or you die;My memory King Robert Baratheon, murdered by a pig Give me something for the pain and let me die;robert;7;7;29/05/2011
2219;Season 1;you win or you die;Give him milk of the poppy;ned;7;7;29/05/2011
2220;Season 1;you win or you die;He was reeling from the wine He commanded us to step aside, but I failed him;barristan selmy;7;7;29/05/2011
2221;Season 1;you win or you die;No man could have protected him from himself;ned;7;7;29/05/2011
2222;Season 1;you win or you die;I wonder, Ser Barristan, who gave the king this wine?;varys;7;7;29/05/2011
2223;Season 1;you win or you die;His squire, from the kings own skin;barristan selmy;7;7;29/05/2011
2224;Season 1;you win or you die;His squire? The Lannister boy?;ned;7;7;29/05/2011
2225;Season 1;you win or you die;Such a dutiful boy to make sure his Grace did not lack refreshment I do hope the poor lad does not blame himself;varys;7;7;29/05/2011
2226;Season 1;you win or you die;His Grace has had a change of heart concerning Daenerys Targaryen Whatever arrangements you made, unmake them At once;ned;7;7;29/05/2011
2227;Season 1;you win or you die;Im afraid those birds have flown.The girl is likely dead already;varys;7;7;29/05/2011
2228;Season 1;you win or you die;The stallion who mounts the world, has no need for iron chairs;khal drogo;7;7;29/05/2011
2229;Season 1;you win or you die;According to the prophecy, the stallions will ride to the ends of the world;daenerys;7;7;29/05/2011
2230;Season 1;you win or you die;The earth ends at the black salt sea No horse can cross the poison water;khal drogo;7;7;29/05/2011
2231;Season 1;you win or you die;The earth does not end at the sea, there are many dirts beyond the sea The dirt where I was born;daenerys;7;7;29/05/2011
2232;Season 1;you win or you die;Not dirt Lands;khal drogo;7;7;29/05/2011
2233;Season 1;you win or you die;Lands, yes There are thousands of ships in the free cities Wooden horses that fly across the sea;daenerys;7;7;29/05/2011
2234;Season 1;you win or you die;Lets speak no more of wooden horses and iron chairs;khal drogo;7;7;29/05/2011
2235;Season 1;you win or you die;Its not a chair Its a.;daenerys;7;7;29/05/2011
2236;Season 1;you win or you die;Throne?;thronekhal drogo;7;7;29/05/2011
2237;Season 1;you win or you die;A chair for a King to sit upon, or a Queen;daenerys;7;7;29/05/2011
2238;Season 1;you win or you die;A King does not need a chair to sit upon He only needs a horse;khal drogo;7;7;29/05/2011
2239;Season 1;you win or you die;Cant you help me make him understand?;daenerys;7;7;29/05/2011
2240;Season 1;you win or you die;The Dothraki do things in their own time, for their own reasons Have patience, Khaleesi We will go home, I promise you;jorah;7;7;29/05/2011
2241;Season 1;you win or you die;My brother was a fool, I know, but he was the rightful heir to the Seven Kingdoms Have I said something funny, Ser?;daenerys;7;7;29/05/2011
2242;Season 1;you win or you die;Forgive me, Khaleesi, but your ancestor Aegon the Conqueror didnt seize six of the kingdoms because they were his right He had no right to them He seized them because he could;jorah;7;7;29/05/2011
2243;Season 1;you win or you die;And because he had dragons;daenerys;7;7;29/05/2011
2244;Season 1;you win or you die;Ah well, having a few dragons makes things easier;jorah;7;7;29/05/2011
2245;Season 1;you win or you die;You dont believe it;daenerys;7;7;29/05/2011
2246;Season 1;you win or you die;Have you ever seen a dragon, Khaleesi? I believe what my eyes and ears report As for the rest It was 300 years ago Who knows what really happened? Now if youll pardon me, Ill seek out the merchant Captain, see if he has any letters for me;jorah;7;7;29/05/2011
2247;Season 1;you win or you die;Well, Ill come with you;daenerys;7;7;29/05/2011
2248;Season 1;you win or you die;No no, dont trouble yourself Enjoy the market Ill rejoin you soon enough;jorah;7;7;29/05/2011
2249;Season 1;you win or you die;Psst, Jorah the Andal The spider sends his greetings and his congratulations A royal pardon You can go home now;little bird;7;7;29/05/2011
2250;Season 1;you win or you die;Virzetha gizikhven! Mra qora! Mra qora;wine merchant;7;7;29/05/2011
2251;Season 1;you win or you die;My son already has his name, but Ill try your summerwine Just a taste;daenerys;7;7;29/05/2011
2252;Season 1;you win or you die;My Lady, you are from Westeros;wine merchant;7;7;29/05/2011
2253;Season 1;you win or you die;You have the honor of addressing Daenerys of the House Targaryen Khaleesi of the riding men and princess of the Seven Kingdoms;doreah;7;7;29/05/2011
2254;Season 1;you win or you die;Princess;wine merchant;7;7;29/05/2011
2255;Season 1;you win or you die;Rise Id still like to taste that wine;daenerys;7;7;29/05/2011
2256;Season 1;you win or you die;That? Dornish swill Not worthy of a princess I have a dry red from the Arbor Nectar of the Gods Let me give you a cask Uh a gift;wine merchant;7;7;29/05/2011
2257;Season 1;you win or you die;You honor me, Ser;daenerys;7;7;29/05/2011
2258;Season 1;you win or you die;The honor the honor is all mine;wine merchant;7;7;29/05/2011
2259;Season 1;you win or you die;Huh-uh, huh-uh;rakharo;7;7;29/05/2011
2260;Season 1;you win or you die;You know there are many in your homeland that pray for your return, princess;wine merchant;7;7;29/05/2011
2261;Season 1;you win or you die;I hope to repay your kindness someday;daenerys;7;7;29/05/2011
2262;Season 1;you win or you die;Huh;rakharo;7;7;29/05/2011
2263;Season 1;you win or you die;Is something wrong?;daenerys;7;7;29/05/2011
2264;Season 1;you win or you die;I have a thirst Open it;jorah;7;7;29/05/2011
2265;Season 1;you win or you die;The wine is for the Khaleesi Its not for the likes of you;wine merchant;7;7;29/05/2011
2266;Season 1;you win or you die;Open it;jorah;7;7;29/05/2011
2267;Season 1;you win or you die;Pour;jorah;7;7;29/05/2011
2268;Season 1;you win or you die;It would be a crime to drink a wine this rich without at least giving it time to breathe;wine merchant;7;7;29/05/2011
2269;Season 1;you win or you die;Do as he says;daenerys;7;7;29/05/2011
2270;Season 1;you win or you die;As the princess commands;wine merchant;7;7;29/05/2011
2271;Season 1;you win or you die;Sweet, isnt it? Can you smell the fruit, Ser? Taste it, My Lord Tell me that that is not the finest wine that has ever touched your tongue;wine merchant;7;7;29/05/2011
2272;Season 1;you win or you die;You first;jorah;7;7;29/05/2011
2273;Season 1;you win or you die;Me? Im afraid I am not worthy of the vintage Besides, it is a poor wine merchant who would drink up his own wares;wine merchant;7;7;29/05/2011
2274;Season 1;you win or you die;You will drink;daenerys;7;7;29/05/2011
2275;Season 1;you win or you die;Khaleesi! Stop him;doreah;7;7;29/05/2011
2276;Season 1;you win or you die;Come Not much, really But theres food;jorah;7;7;29/05/2011
2277;Season 1;you win or you die;Here you begin anew A man of The Nights Watch lives his life for the realm Not for a king, or a lord, or the honor of this house or that house Not for gold nor glory nor a womans love But for the realm! And all the people in it Youve all learned the words of the vow Think carefully before you say them The penalty for desertion, is death You can take your vows here tonight, at sunset Do any of you still keep the old Gods?;jeor;7;7;29/05/2011
2278;Season 1;you win or you die;I do, my lord;jon;7;7;29/05/2011
2279;Season 1;you win or you die;Youll want to take your vow before a heart tree as your Uncle did;jeor;7;7;29/05/2011
2280;Season 1;you win or you die;Yes, my lord;jon;7;7;29/05/2011
2281;Season 1;you win or you die;Youll find a Weirwood a mile North of the Wall And your old Gods too, maybe;jeor;7;7;29/05/2011
2282;Season 1;you win or you die;my lord, might I go as well?;sam;7;7;29/05/2011
2283;Season 1;you win or you die;Does house Tarly keep the old Gods?;jeor;7;7;29/05/2011
2284;Season 1;you win or you die;No, my lord I was named in the light of the Seven, as my father was and his father before him.Alliser ThorneL Why would you forsake the Gods of your father and your house?;sam;7;7;29/05/2011
2285;Season 1;you win or you die;The Nights Watch is my house now The Seven have never answered my prayers Perhaps the old Gods will;sam;7;7;29/05/2011
